"test","lamC","Nopt","error","log10cond"
"test1.dat",4.28375333203826,15,0.00699775485493947,2.27219263727117
"test1n.dat",4.31770186133588,13,0.0880493456216816,2.33969765653183
"test1u.dat",4.22572150607967,16,0.114879123803692,4.69169546288266
"test2.dat",3.17872731590388,10,0.0127052223551551,3.24448036378309
"test3.dat",3.67213925956718,10,0.0567159167538851,4.92648045828316
"test4.dat",4.64898081806047,13,0.0657601067702962,4.07148472682273
"test5.dat",0.556033538695531,25,14.0581954169473,4.59479675791881
"test6.dat",3.08691645302921,7,22.1620124680958,1.42579470780231
"test7.dat",1.80239876157494,5,20.859362339979,1.40663924855004
