3.000000e+00	5.345599e+01	4.780976e+04
4.000000e+00	1.207421e+01	4.800398e+04
5.000000e+00	2.015999e+00	4.865741e+04
6.000000e+00	6.973872e-01	4.994745e+04
7.000000e+00	2.885894e-01	5.285686e+04
8.000000e+00	1.208690e-01	5.790826e+04
9.000000e+00	8.634468e-02	6.553986e+04
1.000000e+01	6.721737e-02	7.635147e+04
1.100000e+01	5.575990e-02	9.077742e+04
1.200000e+01	5.475485e-02	1.100481e+05
1.300000e+01	5.355866e-02	1.355571e+05
1.400000e+01	5.365540e-02	1.690226e+05
1.500000e+01	5.388854e-02	2.127354e+05
1.600000e+01	5.309932e-02	2.690946e+05
1.700000e+01	5.236561e-02	1.190851e+05
1.800000e+01	5.182510e-02	1.683448e+05
1.900000e+01	5.138388e-02	2.320392e+05
2.000000e+01	5.103814e-02	3.137327e+05
2.100000e+01	5.088332e-02	2.858754e+05
2.200000e+01	5.096835e-02	1.090302e+05
2.300000e+01	5.272944e-02	6.994233e+04
2.400000e+01	5.037316e-02	2.020425e+06
2.500000e+01	5.036458e-02	2.869734e+06
