-0.028363	135.46	4.1177	273.24	-137.77
-0.026259	152.38	4.255	278.33	-125.94
-0.024088	168.57	4.3815	282.89	-114.32
-0.021856	184.32	4.497	286.96	-102.64
-0.019569	199.41	4.6012	290.55	-91.145
-0.017232	214.1	4.6937	293.68	-79.581
-0.014852	228.19	4.7743	296.37	-68.18
-0.012434	241.92	4.8429	298.62	-56.703
-0.0099855	255.09	4.8993	300.46	-45.368
-0.0075113	267.92	4.9433	301.87	-33.951
-0.0050181	280.22	4.9748	302.88	-22.657
-0.0025122	292.21	4.9937	303.48	-11.274
2.3523e-14	303.68	5	303.68	1.2324e-10
