<<<<<<< Updated upstream
1e-12 0.166786259779276 20.2338498642098
2.42446201708233e-12 0.166786259779285 20.2338498565988
5.87801607227491e-12 0.166786259779308 20.2338498381462
1.425102670303e-11 0.166786259779362 20.2338497934085
3.45510729459222e-11 0.166786259779496 20.2338496849436
8.37677640068292e-11 0.166786259779817 20.2338494219746
2.03091762090474e-10 0.166786259780598 20.2338487844166
4.92388263170674e-10 0.166786259782489 20.2338472386826
1.19377664171444e-09 0.166786259787079 20.2338434911159
2.89426612471675e-09 0.166786259798223 20.233834405322
7.01703828670383e-09 0.166786259825332 20.2338123773912
1.70125427985259e-08 0.166786259891597 20.2337589728688
4.12462638290135e-08 0.166798088229907 14.9287301719062
1e-07 0.166812526400261 12.2373339390808
2.42446201708233e-07 0.16683703119001 9.93326813368345
5.87801607227492e-07 0.166878851780017 7.91402899235086
1.425102670303e-06 0.166946112279358 6.21195628678718
3.45510729459222e-06 0.167047705418528 4.85250727406188
8.37677640068292e-06 0.167196833309562 3.7982440994091
2.03091762090474e-05 0.167416773743277 2.97962132187658
4.92388263170674e-05 0.167743168390961 2.33988718262205
0.000119377664171444 0.168215023241727 1.85345414965426
0.000289426612471675 0.168884932933852 1.495997722128
0.000701703828670383 0.169890172716375 1.22390975976946
0.00170125427985259 0.171529075706185 0.999670678963558
0.00412462638290135 0.174343297325581 0.801448755934447
0.01 0.178922578790308 0.628930613636101
0.0242446201708233 0.185324820867141 0.497261256923316
0.0587801607227492 0.193369756634427 0.408667736099594
0.1425102670303 0.203375041582484 0.352289586673979
0.345510729459222 0.218540752263975 0.310208631014596
0.837677640068293 0.246069026515236 0.270753126300309
2.03091762090474 0.284876767683344 0.240373911045699
4.92388263170674 0.347651052762555 0.214091354388821
11.9377664171444 0.459289637432335 0.185915817300118
28.9426612471675 0.609340333456702 0.161629356823351
70.1703828670384 0.795794576230049 0.143110813555053
170.125427985259 1.08424033556883 0.125512840813327
412.462638290136 1.56918268632344 0.10554392494471
1000 2.31917328662838 0.0824163713486169
=======
1e-12 0.764405397476691 27.1409853430218
2.42446201708233e-12 0.764405397476693 27.1409853392257
5.87801607227491e-12 0.764405397476696 27.1409853300223
1.425102670303e-11 0.764405397476704 27.140985307709
3.45510729459222e-11 0.764405397476724 27.1409852536113
8.37677640068292e-11 0.76440539747677 27.1409851224534
2.03091762090474e-10 0.764405397476884 27.1409848044661
4.92388263170674e-10 0.764405397477159 27.1409840335181
1.19377664171444e-09 0.764405397477828 27.1409821643851
2.89426612471675e-09 0.764405397479453 27.1409776327496
7.01703828670383e-09 0.764405397483406 27.1409666460095
1.70125427985259e-08 0.764405397493083 27.1409400092985
4.12462638290135e-08 0.764405397517082 27.1408754309165
1e-07 0.76441445566785 18.6596046309218
2.42446201708233e-07 0.764424457406797 15.9152185556852
5.87801607227492e-07 0.764443276591578 13.4008547161482
1.425102670303e-06 0.764477909544897 11.1139941293226
3.45510729459222e-06 0.764540246268671 9.04698104895981
8.37677640068292e-06 0.76465067987616 7.16587880340805
2.03091762090474e-05 0.764837411948477 5.47347016165521
4.92388263170674e-05 0.76512186445164 4.0486426453017
0.000119377664171444 0.765509075647802 2.9525039663519
0.000289426612471675 0.765996529349255 2.170490472135
0.000701703828670383 0.766590032061104 1.64260983228397
0.00170125427985259 0.767341829060579 1.28469821042505
0.00412462638290135 0.768354794210456 1.03442747229426
0.01 0.769817165870005 0.851963581886565
0.0242446201708233 0.772056216333606 0.713156839977504
0.0587801607227492 0.77565845853134 0.603850183645147
0.1425102670303 0.781870351440305 0.511874451754464
0.345510729459222 0.792781954804412 0.432285844806727
0.837677640068293 0.812122830671603 0.361975739675288
2.03091762090474 0.848143298928587 0.294810726646136
4.92388263170674 0.916690033786215 0.223798225620322
11.9377664171444 1.01026922737959 0.162140638019438
28.9426612471675 1.07929753360489 0.135396647528899
70.1703828670384 1.15463861658369 0.121144620667308
170.125427985259 1.29696819889305 0.107933855149075
412.462638290136 1.6073767542855 0.0918535647232399
1000 2.18361713032095 0.072061544514915
>>>>>>> Stashed changes
