3.700000e-02	3.057576e+01	2.302944e+02
4.289052e-02	3.486068e+01	2.650233e+02
4.971884e-02	4.032414e+01	3.052273e+02
5.763424e-02	4.738622e+01	3.516828e+02
6.680980e-02	5.658878e+01	4.052405e+02
7.744614e-02	6.862714e+01	4.668178e+02
8.977582e-02	8.438673e+01	5.373813e+02
1.040684e-01	1.049832e+02	6.179159e+02
1.206365e-01	1.318021e+02	7.093762e+02
1.398422e-01	1.665332e+02	8.126161e+02
1.621055e-01	2.111891e+02	9.282943e+02
1.879133e-01	2.680974e+02	1.056757e+03
2.178297e-01	3.398520e+02	1.197901e+03
2.525089e-01	4.292083e+02	1.351039e+03
2.927091e-01	5.389162e+02	1.514783e+03
3.393094e-01	6.714896e+02	1.686976e+03
3.933286e-01	8.289325e+02	1.864715e+03
4.559478e-01	1.012457e+03	2.044486e+03
5.285362e-01	1.222248e+03	2.222409e+03
6.126809e-01	1.457323e+03	2.394595e+03
7.102217e-01	1.715549e+03	2.557545e+03
8.232914e-01	1.993808e+03	2.708535e+03
9.543621e-01	2.288313e+03	2.845905e+03
1.106300e+00	2.595012e+03	2.969210e+03
1.282426e+00	2.910001e+03	3.079193e+03
1.486593e+00	3.229881e+03	3.177628e+03
1.723263e+00	3.552015e+03	3.267035e+03
1.997612e+00	3.874638e+03	3.350373e+03
2.315639e+00	4.196854e+03	3.430731e+03
2.684296e+00	4.518527e+03	3.511076e+03
3.111645e+00	4.840113e+03	3.594084e+03
3.607029e+00	5.162456e+03	3.682052e+03
4.181280e+00	5.486599e+03	3.776894e+03
4.846954e+00	5.813615e+03	3.880191e+03
5.618605e+00	6.144479e+03	3.993303e+03
6.513106e+00	6.479988e+03	4.117495e+03
7.550014e+00	6.820730e+03	4.254083e+03
8.752001e+00	7.167092e+03	4.404573e+03
1.014535e+01	7.519308e+03	4.570784e+03
1.176052e+01	7.877530e+03	4.754954e+03
1.363284e+01	8.241914e+03	4.959818e+03
1.580323e+01	8.612712e+03	5.188662e+03
1.831915e+01	8.990356e+03	5.445360e+03
2.123562e+01	9.375540e+03	5.734392e+03
2.461640e+01	9.769281e+03	6.060865e+03
2.853542e+01	1.017297e+04	6.430532e+03
3.307835e+01	1.058843e+04	6.849816e+03
3.834453e+01	1.101791e+04	7.325862e+03
4.444911e+01	1.146420e+04	7.866599e+03
5.152556e+01	1.193062e+04	8.480822e+03
5.972859e+01	1.242113e+04	9.178300e+03
6.923758e+01	1.294045e+04	9.969893e+03
8.026044e+01	1.349417e+04	1.086768e+04
9.303816e+01	1.408899e+04	1.188508e+04
1.078501e+02	1.473294e+04	1.303698e+04
1.250202e+02	1.543574e+04	1.433981e+04
1.449239e+02	1.620915e+04	1.581156e+04
1.679962e+02	1.706745e+04	1.747178e+04
1.947418e+02	1.802797e+04	1.934142e+04
2.257453e+02	1.911169e+04	2.144252e+04
2.616847e+02	2.034383e+04	2.379783e+04
3.033458e+02	2.175450e+04	2.643005e+04
3.516395e+02	2.337928e+04	2.936100e+04
4.076216e+02	2.525971e+04	3.261032e+04
4.725164e+02	2.744351e+04	3.619400e+04
5.477425e+02	2.998450e+04	4.012251e+04
6.349450e+02	3.294206e+04	4.439879e+04
7.360303e+02	3.637994e+04	4.901599e+04
8.532087e+02	4.036434e+04	5.395533e+04
9.890424e+02	4.496116e+04	5.918425e+04
1.146501e+03	5.023242e+04	6.465516e+04
1.329028e+03	5.623203e+04	7.030519e+04
1.540614e+03	6.300117e+04	7.605726e+04
1.785884e+03	7.056373e+04	8.182267e+04
2.070203e+03	7.892248e+04	8.750524e+04
2.399786e+03	8.805637e+04	9.300696e+04
2.781840e+03	9.791982e+04	9.823448e+04
3.224718e+03	1.084440e+05	1.031059e+05
3.738104e+03	1.195403e+05	1.075572e+05
4.333223e+03	1.311061e+05	1.115468e+05
5.023086e+03	1.430309e+05	1.150592e+05
5.822778e+03	1.552042e+05	1.181053e+05
6.749784e+03	1.675222e+05	1.207214e+05
7.824372e+03	1.798937e+05	1.229661e+05
9.070037e+03	1.922449e+05	1.249156e+05
1.051402e+04	2.045223e+05	1.266591e+05
1.218788e+04	2.166943e+05	1.282933e+05
1.412824e+04	2.287511e+05	1.299181e+05
1.637750e+04	2.407047e+05	1.316321e+05
1.898485e+04	2.525871e+05	1.335295e+05
2.200730e+04	2.644500e+05	1.356968e+05
2.551093e+04	2.763631e+05	1.382104e+05
2.957236e+04	2.884134e+05	1.411339e+05
3.428038e+04	3.007047e+05	1.445152e+05
3.973793e+04	3.133563e+05	1.483824e+05
4.606434e+04	3.265020e+05	1.527401e+05
5.339793e+04	3.402880e+05	1.575631e+05
6.189906e+04	3.548686e+05	1.627907e+05
7.175359e+04	3.704008e+05	1.683192e+05
8.317700e+04	3.870344e+05	1.739953e+05
