6.309573444801939816e-03 -2.141056716250378145e+01
2.089296130854042047e-02 -1.576825973550661786e+01
6.918309709189374157e-02 -1.061015586751496187e+01
2.290867652767775986e-01 -5.994273824822307972e+00
7.585775750291848807e-01 -2.177904618354325805e+00
2.511886431509583684e+00 0.000000000000000000e+00
8.317637711026723224e+00 -2.257559482725071121e+00
2.754228703338170803e+01 -1.832806631553306431e+01
9.120108393559112869e+01 -7.920518635618904568e+01
3.019951720402021351e+02 -2.875274674104305177e+02
1.000000000000001819e+03 -9.833675236571721143e+02
